UID_01,BIOCHEMICAL,BIOCHEMICAL_NAME1,BIOCHEMICAL_NAME2,BIOCHEMICAL_NAME3,NCI_METABOLON_NAME1,NCI_METABOLON_NAME2,NCI_METABOLON_NAME3,ABC_BROAD_NAME,FENLAND_METABOLON_NAME,FENLAND_BIOCRATES_NAME,ARIC_BATCH1_METABOLON_NAME,ARIC_BATCH2_METABOLON_NAME,UCLEB_NMR_NAME,SHANGHAI_CHD_METABOLON_NAME,HCI_WCMC_NAME,HMDB_ID,HMDB_ID1,HMDB_ID2,CHEMICAL_ID,COMP_ID,PUBCHEM,CHEMSPIDER,CHEBI,INCHI,INCHIKEY,CAS,KEGG,SUPER_PATHWAY,SUB_PATHWAY,FLAG
HMDB02923,Isomaltose,Isomaltose,,,isomaltose,,,,,,,,,,,HMDB02923,HMDB02923,,100002764,39777,439193,,,,,499-40-1,C00252,CARBOHYDRATE,"FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM; GLYCOGEN METABOLISM",
CHEM100000875,Isosorbide,Isosorbide,,,isosorbide,,,,,,,,,,,,,,100000875,20876,12597,,,,,652-67-5,D00347,XENOBIOTICS,DRUG,
CSID4444062,Isothreonic acid,Isothreonic acid,,,,,,,,,,,,,isothreonic acid,,,,,,,4444062,,"InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-19,21-23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/b7-4-,13-12+/t15-,16+,17+,18-,19+/m0/s1",PXGPLTODNUVGFL-YNNPMVKQSA-N,,,,,
HMDB00718,Isovalerate,Isovalerate,,,isovalerate,,,,isovalerate,,isovalerate,isovalerate,,isovalerate,,HMDB00718,HMDB00718,,100000708,34732;44656,10430,,,,,503-74-2,C08262,LIPID; AMINO ACID,"FATTY ACID METABOLISM; VALINE, LEUCINE AND ISOLEUCINE METABOLISM",
HMDB00688,Isovalerylcarnitine or Isovalerylcarnitine (C5),Isovalerylcarnitine,Isovalerylcarnitine (C5),,isovalerylcarnitine,,,C5 carnitine,isovalerylcarnitine,,isovalerylcarnitine,isovalerylcarnitine,,isovalerylcarnitine,,HMDB00688,HMDB00688,,100001393,34407,6426851,,,,,31023-24-2,,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",
HMDB00678,Isovalerylglycine,Isovalerylglycine,,,isovalerylglycine,,,,isovalerylglycine,,,isovalerylglycine,,,,HMDB00678,HMDB00678,,100001452,35107,546304,,,,,16284-60-9,,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",
HMDB02092,Itaconate (methylenesuccinate),Itaconate (methylenesuccinate),,,itaconate__methylenesuccinate,,,,,,,,,,,HMDB02092,HMDB02092,,100000455,18373;35962,811,,,,,97-65-4,C00490,ENERGY,KREBS CYCLE / TCA CYCLE,
CHEM100004176,Ketopioglitazone,Ketopioglitazone,,,ketopioglitazone,,,,,,,ketopioglitazone,,,,,,,100004176,43579,,,,,,146062-45-5,,XENOBIOTICS,DRUG,
HMDB00715,Kynurenate,Kynurenate,,,kynurenate,,,kynurenic acid,kynurenate,,,kynurenate,,,,HMDB00715,HMDB00715,,98,1417,3845,,,,,492-27-3,C01717,AMINO ACID,TRYPTOPHAN METABOLISM,
CSID823,Kynurenine,Kynurenine,,,,,,,,Kynurenine,,,,,,,,,,,,823,,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)",YGPSJZOEDVAXAB-UHFFFAOYSA-N,,,,,
HMDB00684,Kynurenine (L-kynurenine),Kynurenine,L-kynurenine,,kynurenine,,,kynurenine,kynurenine,,kynurenine,kynurenine,,kynurenine,,HMDB00684,HMDB00684,,100000265,15140,161166;6971029,,,,,2922-83-0,C00328,AMINO ACID,TRYPTOPHAN METABOLISM,
HMDB11754,L-methyldopa,L-methyldopa,,,l_methyldopa,,,,,,,,,,,HMDB11754,HMDB11754,,1089,1560,691917;338853,,,,,555-30-6,C07194,AMINO ACID,PHENYLALANINE & TYROSINE METABOLISM,
HMDB04159,L-urobilin,L-urobilin,,,l_urobilin,,,,,,,L-urobilin,,L-urobilin,,HMDB04159,HMDB04159,,100002568,40173,5280818,,,,,34217-90-8,C05793,COFACTORS AND VITAMINS,HEMOGLOBIN AND PORPHYRIN METABOLISM,
ME056201,LPC (15:0),LPC (15:0),,,,,,,,,,,,,LPC (15:0),,,,,,,,,,,,,,,
PUBCHEM42607442,LPC (17:1),LPC (17:1),,,,,,,,,,,,,LPC (17:1),,,,,,42607442,,,"InChI=1S/C25H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h10-11,24,27H,5-9,12-23H2,1-4H3/b11-10-/t24-/m1/s1",XBGIMYLOTRDXPK-AGXIJRPPSA-N,,,,,
PUBCHEM56955896,LPC (18:2),LPC (18:2),,,,,,,,,,,,,LPC (18:2),,,,,,56955896,,,"InChI=1S/C27H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28(2,3)4/h10-11,13-14,26,29H,5-9,12,15-25H2,1-4H3/b11-10-,14-13-/t26-/m1/s1",FKSLBYVOWOXWMB-YTBCMDLOSA-N,,,,,
PUBCHEM24779475,LPC (20:1),LPC (20:1),,,,,,,,,,,,,LPC (20:1),,,,,,24779475,,,"InChI=1S/C28H56NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h14-15,27,30H,5-13,16-26H2,1-4H3/b15-14-/t27-/m1/s1",GJTDRNFWIDPARY-GTPZACKGSA-N,,,,,
ME056211,LPC (22:5),LPC (22:5),,,,,,,,,,,,,LPC (22:5),,,,,,,,,,,,,,,
PUBCHEM162126,LPC (o-16:0),LPC (o-16:0),,,,,,,,,,,,,LPC (o-16:0),,,,,,162126,,,"InChI=1S/C24H52NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-29-22-24(26)23-31-32(27,28)30-21-19-25(2,3)4/h24,26H,5-23H2,1-4H3/t24-/m1/s1",VLBPIWYTPAXCFJ-XMMPIXPASA-N,,,,,
ME056214,LPC (p-16:0) or LPC (o-16:1),LPC (p-16:0),LPC (o-16:1),,,,,,,,,,,,LPC (p-16:0) or LPC (o-16:1),,,,,,,,,,,,,,,
ME056215,LPC (p-18:0) or LPC (o-18:1),LPC (p-18:0),LPC (o-18:1),,,,,,,,,,,,LPC (p-18:0) or LPC (o-18:1),,,,,,,,,,,,,,,
PUBCHEM460602,LPC(16:0/0:0),LPC(16:0/0:0),,,,,,,,,,,,,LPC(16:0/0:0),,,,,,460602,,72998,"InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1",ASWBNKHCZGQVJV-HSZRJFAPSA-N,,,,,orig NIHWCMC name: LPC (16:0)
ME056382,LPE (20:4),LPE (20:4),,,,,,,,,,,,,LPE (20:4),,,,,,,,,,,,,,,
PUBCHEM94220,Lactamide,Lactamide,,,,,,,,,,,,,lactamide,,,,,,94220,,75144,"InChI=1S/C3H7NO2/c1-2(5)3(4)6/h2,5H,1H3,(H2,4,6)",SXQFCVDSOLSHOQ-UHFFFAOYSA-N,,,,,
HMDB00190,Lactate,Lactate,,,lactate,,,lactate,lactate,,lactate,lactate,Lactate (mmol/L),lactate,lactic acid,HMDB00190,HMDB00190,,482,527,612,,78320,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)",JVTAAEKCZFNVCJ-UHFFFAOYSA-N,79-33-4,C00186,CARBOHYDRATE,"GLYCOLYSIS, GLUCONEOGENESIS, PYRUVATE METABOLISM",
HMDB00186,Lactose,Lactose,,,lactose,,,lactose,,,,,,,,HMDB00186,HMDB00186,,393,567;11454,84571;6134,,,,,5965-66-2,C00243,CARBOHYDRATE,"DISACCHARIDES AND OLIGOSACCHARIDES; FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM",
COMP57370,Lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,Lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,,,lactosyl_n_nervonoyl_sphingos,,,,,,,,,,,,,,,57370,,,,,,,,LIPID,SPHINGOLIPID METABOLISM,
CHEM100009030,Lactosyl-N-palmitoyl-sphingosine or Lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lactosyl-N-palmitoyl-sphingosine,Lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),,lactosyl-N-palmitoyl-sphingos,,,,,,,,,,,,,,100009030,53010,,,,,,4201-62-1,,LIPID,SPHINGOLIPID METABOLISM,
PUBCHEM11333,Lactulose,Lactulose,,,,,,,,,,,,,lactulose,,,,,,11333,,,"InChI=1S/C12H22O11/c13-1-4-6(16)7(17)8(18)11(21-4)22-9-5(2-14)23-12(20,3-15)10(9)19/h4-11,13-20H,1-3H2/t4-,5-,6+,7+,8-,9-,10+,11+,12-/m1/s1",JCQLYHFGKNRPGE-FCVZTGTOSA-N,,,,,
HMDB05008,Lansoprazole,Lansoprazole,,,lansoprazole,,,,,,,,,,,HMDB05008,HMDB05008,,,43420,3883,,,,,103577-45-3,D00355,XENOBIOTICS,DRUG,
CHEM100003892,Lanthionine,Lanthionine,,,lanthionine,,,,lanthionine,,,,,,,,,,100003892,42002,6994972;98504,,,,,468821,,XENOBIOTICS,CHEMICAL,
HMDB01170,Lathosterol,Lathosterol,,,lathosterol,,,,,,lathosterol,lathosterol,,lathosterol,,HMDB01170,HMDB01170,,100001105,33488;39864,65728,,,,,80-99-9,C01189,LIPID,STEROL/STEROID,
HMDB00638,Laurate (12:0),Laurate (12:0),,,laurate__12_0_,,,,laurate (12:0),,laurate (12:0),laurate (12:0),,laurate (12:0),lauric acid,HMDB00638,HMDB00638,,181,1645,3893,,,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)",POULHZVOKOAJMA-UHFFFAOYSA-N,143-07-7,C02679,LIPID,MEDIUM CHAIN FATTY ACID,
HMDB02250,Laurylcarnitine or Laurylcarnitine (C12),Laurylcarnitine,Laurylcarnitine (C12),,laurylcarnitine,,,C12 carnitine,laurylcarnitine,,laurylcarnitine,laurylcarnitine,,laurylcarnitine,,HMDB02250,HMDB02250,,100001392,34534,10427569,,,,,25518-54-1,,LIPID,CARNITINE METABOLISM,
HMDB00687,Leucine (L-leucine),Leucine,L-leucine,,leucine,,,leucine,leucine,,leucine,leucine,Leucine (mmol/L),leucine,leucine,HMDB00687,HMDB00687,,397,60,6106;7045798,,,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,61-90-5,C00123,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",
CHEM100003179,Leucylalanine,Leucylalanine,,,leucylalanine,,,,,,,leucylalanine,,,,,,,100003179,40010,259321,,,,,7298-84-2,,PEPTIDE,DIPEPTIDE,
CHEM100003180,Leucylarginine,Leucylarginine,,,leucylarginine,,,,,,,,,,,,,,100003180,40028,3800205,,,,,26607-15-8,,PEPTIDE,DIPEPTIDE,
CHEM100003181,Leucylasparagine,Leucylasparagine,,,leucylasparagine,,,,,,,leucylasparagine,,,,,,,100003181,40052,4128305,,,,,14608-81-2,,PEPTIDE,DIPEPTIDE,
CHEM100003182,Leucylaspartate,Leucylaspartate,,,leucylaspartate,,,,,,,leucylaspartate,,,,,,,100003182,40053,3328705,,,,,32949-40-9,,PEPTIDE,DIPEPTIDE,
CHEM100003184,Leucylglutamate,Leucylglutamate,,,leucylglutamate,,,,,,,leucylglutamate,,,,,,,100003184,40021,5259589;5259590,,,,,,,PEPTIDE,DIPEPTIDE,
CHEM100003183,Leucylglutamine*,Leucylglutamine*,,,leucylglutamine,,,,,,,leucylglutamine*,,,,,,,100003183,48189,4305457,,,,,,,PEPTIDE,DIPEPTIDE,
CHEM100003185,Leucylglycine,Leucylglycine,,,leucylglycine,,,,,,,leucylglycine,,,,,,,100003185,40045,79070,,,,,686-50-0,,PEPTIDE,DIPEPTIDE,
HMDB28933,Leucylleucine,Leucylleucine,,,leucylleucine,,,,,,leucylleucine,leucylleucine,,,,HMDB28933,HMDB28933,,100001710,36756,7.68077E+11,,,,,3303-31-9,C11332,PEPTIDE,DIPEPTIDE,
CHEM100003189,Leucylphenylalanine,Leucylphenylalanine,,,leucylphenylalanine,,,,,,,leucylphenylalanine,,,,,,,100003189,40026,259325,,,,,424904,,PEPTIDE,DIPEPTIDE,
CHEM100003190,Leucylserine,Leucylserine,,,leucylserine,,,,,,,leucylserine,,,,,,,100003190,40048,3621685,,,,,1574172,,PEPTIDE,DIPEPTIDE,
CHEM100003193,Leucyltyrosine,Leucyltyrosine,,,leucyltyrosine,,,,,,,,,,,,,,100003193,40030,273262,,,,,968-21-8,,PEPTIDE,DIPEPTIDE,
HMDB01085_HMDB02995,Leukotriene B4,Leukotriene B4,,,leukotriene_b4,,,,,,,leukotriene B4,,,,"HMDB01085,HMDB02995",HMDB01085,HMDB02995,399,37530,5280492;5312972,,,,,71160-24-2,C02165,LIPID,EICOSANOID,"HMDB01085 is Leukotriene b4, HMDB02995 is 12-keto-tetrahydro-leukotrine b4"
HMDB05073,Leukotriene B5,Leukotriene B5,,,leukotriene_b5,,,,,,,,,,,HMDB05073,HMDB05073,,100002813,46342,5283125,,,,,88763-92-9,,LIPID,EICOSANOID,
HMDB00720,Levulinate (4-oxovalerate),Levulinate (4-oxovalerate),,,levulinate__4_oxovalerate_,,,,levulinate (4-oxovalerate),,,levulinate (4-oxovalerate),,levulinate (4-oxovalerate),,HMDB00720,HMDB00720,,100000765,22177,11579,,,,,123-76-2,,AMINO AICD; XENOBIOTICS,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM; FOOD COMPONENT/PLANT",
HMDB14426,Lidocaine,Lidocaine,,,lidocaine,,,,lidocaine,,,,,,,HMDB14426,HMDB14426,,100001538,35661,3676,,,,,137-58-6,D00358,XENOBIOTICS,DRUG,
COMP57330,Lignoceroyl sphingomyelin (d18:1/24:0),Lignoceroyl sphingomyelin (d18:1/24:0),,,lignoceroyl_sphingomyelin__d1,,,,,,,,,,,,,,,57330,,,,,,60037-60-7,,LIPID,SPHINGOLIPID METABOLISM,
COMP32455,Linoleamide (18:2n6),Linoleamide (18:2n6),,,linoleamide__18_2n6_,,,,linoleamide (18:2n6),,,,,,,,,,1492,32455,6435901,,,,,766652,,LIPID,"FATTY ACID, AMIDE",
HMDB00673,Linoleate (18:2n6),Linoleate (18:2n6),,,linoleate__18_2n6_,,,,linoleate (18:2n6),,linoleate (18:2n6),linoleate (18:2n6),"18:2, linoleic acid (mmol/L)",linoleate (18:2n6),linoleic acid,HMDB00673,HMDB00673,,180,1105,5280450,,,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",OYHQOLUKZRVURQ-HZJYTTRNSA-N,60-33-3,C01595,LIPID,ESSENTIAL FATTY ACID; POLYUNSATURATED FATTY ACID (N3 AND N6),
CHEM100001704,"Linoleate, methyl ester","Linoleate, methyl ester",,,linoleate__methyl_ester,,,,,,methyl linoleate,,,,,,,,100001704,36801,5284421,,,,,112-63-0,,LIPID,"FATTY ACID, METHYL ESTER",
HMDB01388_HMDB03073,Linolenate [alpha or gamma; (18:3n3 or 6)],Linolenate [alpha or gamma; (18:3n3 or 6)],,,linolenate_alpha_or_gamma,,,,linolenate [alpha or gamma; (18:3n3 or 6)],,linolenate [alpha or gamma; (18:3n3 or 6)],linolenate [alpha or gamma; (18:3n3 or 6)],,linolenate [alpha or gamma; (18:3n3 or 6)],linolenic acid,"HMDB01388,HMDB03073",HMDB01388,HMDB03073,100001337,34035,5280934,,,"InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-",DTOSIQBPPRVQHS-PDBXOOCHSA-N,,"C06426,C06427",LIPID,ESSENTIAL FATTY ACID; POLYUNSATURATED FATTY ACID (N3 AND N6),"HMDB01388 is Alpha linolenate, HMDB03073 is Gamma linolenate; both are more specific than Linolenate [alpha or gamma; (18:3n3 or 6)]"
HMDB12252,Linoleoyl ethanolamide,Linoleoyl ethanolamide,,,linoleoyl_ethanolamide,,,,,,,,,,,HMDB12252,HMDB12252,,100006726,52608,5283446,,,,,68171-52-8,,LIPID,ENDOCANNABINOID,
COMP54955,Linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,Linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,,,linoleoyl_a_g___18_2_20_4__1,,,,,,,,,,,,,,,54955,,,,,,,,LIPID,DIACYLGLYCEROL,
COMP54956,Linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,Linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,,,linoleoyl_a_g___18_2_20_4__2,,,,,,,,,,,,,,,54956,,,,,,,,LIPID,DIACYLGLYCEROL,
COMP54949,Linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,Linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1,,,linoleoyl_d_g__18_2_22_6__1,,,,,,,,,,,,,,,54949,,,,,,,,LIPID,DIACYLGLYCEROL,
COMP54950,Linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*,Linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2,,,linoleoyl_d_g__18_2_22_6__2,,,,,,,,,,,,,,,54950,,,,,,,,LIPID,DIACYLGLYCEROL,
COMP54963,Linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,Linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,,,linoleoyl_l_g__18_2_18_3__1,,,,,,,,,,,,,,,54963,,,,,,,,LIPID,DIACYLGLYCEROL,
COMP54964,Linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,Linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,,,linoleoyl_l_g__18_2_18_3__2,,,,,,,,,,,,,,,54964,,,,,,,,LIPID,DIACYLGLYCEROL,
COMP54968,Linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,Linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,,,linoleoyl_l_g__18_2_18_2__1,,,,,,,,,,,,,,,54968,,,,,,,,LIPID,DIACYLGLYCEROL,
HMDB06469,Linoleoylcarnitine (C18:2)* or Linoleoylcarnitine*,Linoleoylcarnitine (C18:2)*,Linoleoylcarnitine*,,linoleoylcarnitine,,,C18:2 carnitine,linoleoylcarnitine*,Octadecadienylcarnitine,,linoleoylcarnitine*,,,,HMDB06469,HMDB06469,,100003151,46223,6450015,4952667,,,,36816-10-1,,LIPID,CARNITINE METABOLISM,
COMP57463,Linoleoylcholine*,Linoleoylcholine*,,,linoleoylcholine,,,,,,,,,,,,,,,57463,,,,,,,,LIPID,FATTY ACID METABOLISM (ACYL CHOLINE),
HMDB00182,Lysine,Lysine,,,lysine,,,lysine,lysine,,lysine,lysine,,lysine,lysine,HMDB00182,HMDB00182,,407,1301;35836,5962,,,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1",KDXKERNSBIXSRK-YFKPBYRVSA-N,56-87-1,C00047,AMINO ACID,LYSINE METABOLISM,
HMDB03405,Lysine (D-lysine),Lysine,D-lysine,,,,,,,Lysine,,,,,,HMDB03405,HMDB03405,,,,,,,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m1/s1",KDXKERNSBIXSRK-RXMQYKEDSA-N,,,,,
HMDB10394,LysoPC (20:3),LysoPC (20:3),,,,,,,,,,,,,lysoPC (20:3),HMDB10394,HMDB10394,,,,52924055,21403156,,"InChI=1S/C28H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,15-16,27,30H,5-8,11,14,17-26H2,1-4H3/b10-9-,13-12-,16-15-/t27-/m1/s1",BBNHCUBQEQJHIG-FZZJNMCHSA-N,,,,,
HMDB10385,LysoPC(18:1(11Z)),LysoPC(18:1(11Z)),,,,,,,,,,,,,LysoPC(18:1(11Z)),HMDB10385,HMDB10385,,,,53480465,,86255,"InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h10-11,25,28H,5-9,12-24H2,1-4H3/b11-10-/t25-/m1/s1",PZRFVAHZNWPPAC-VBKSFVIKSA-N,,,,,orig NIHWCMC name: LPC (18:1)
HMDB10396,"LysoPC(20:4(8Z,11Z,14Z,17Z))","LysoPC(20:4(8Z,11Z,14Z,17Z))",,,,,,,,lysoPhosphatidylcholine a C20:4,,,,,LPC (20:4),HMDB10396,HMDB10396,,,,53480469,24766532,,"InChI=1S/C28H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h6-7,9-10,12-13,15-16,27,30H,5,8,11,14,17-26H2,1-4H3/b7-6-,10-9-,13-12-,16-15-/t27-/m1/s1",GOMVPVRDBLLHQC-VEJNOCSESA-N,,,,,
HMDB10405,LysoPC(24:0),LysoPC(24:0),,,,,,,,lysoPhosphatidylcholine a C24:0,,,,,,HMDB10405,HMDB10405,,,,,,,"InChI=1S/C32H66NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h31,34H,5-30H2,1-4H3/t31-/m1/s1",SKJMUADLQLZAGH-WJOKGBTCSA-N,,,,,
HMDB29205,LysoPC(26:0),LysoPC(26:0),,,,,,,,lysoPhosphatidylcholine a C26:0,,,,,,HMDB29205,HMDB29205,,,,,,,,,,,,,
HMDB29220,LysoPC(26:1(5Z)),LysoPC(26:1(5Z)),,,,,,,,lysoPhosphatidylcholine a C26:1,,,,,,HMDB29220,HMDB29220,,,,,,,,,,,,,
HMDB29206,LysoPC(28:0),LysoPC(28:0),,,,,,,,lysoPhosphatidylcholine a C28:0,,,,,,HMDB29206,HMDB29206,,,,,,,,,,,,,
HMDB29221,LysoPC(28:1(5Z)),LysoPC(28:1(5Z)),,,,,,,,lysoPhosphatidylcholine a C28:1,,,,,,HMDB29221,HMDB29221,,,,,,,,,,,,,
CHEM100003195,Lysylisoleucine,Lysylisoleucine,,,,,,,,,,lysylisoleucine,,,,,,,100003195,40056,,,,,,,,,,
CHEM100003196,Lysylleucine,Lysylleucine,,,,,,,,,,lysylleucine,,,,,,,100003196,40020,,,,,,,,,,
CHEM100003560,Lysylmethionine,Lysylmethionine,,,lysylmethionine,,,,,,,,,,,,,,100003560,41943,,,,,,97729-52-7,,PEPTIDE,DIPEPTIDE,
CHEM100003561,Lysylproline,Lysylproline,,,lysylproline,,,,,,,,,,,,,,100003561,40666,3463861,,,,,52766-27-5,,PEPTIDE,DIPEPTIDE,
CHEM100003559,Lysylvaline,Lysylvaline,,,lysylvaline,,,,,,,lysylvaline,,,,,,,100003559,42064;42099,140709,,,,,20556-11-0,,PEPTIDE,DIPEPTIDE,
HMDB06112,MDA,MDA,,,,,,MDA,,,,,,,,HMDB06112,HMDB06112,,,,,,,,,,,,,
HMDB00156,Malate,Malate,,,malate,,,malate,malate,,malate,malate,,malate,,HMDB00156,HMDB00156,,409,1303,525,,,,,6915-15-7,C00149,ENERGY,KREBS CYCLE / TCA CYCLE,
HMDB00176,Maleate or Maleate (cis-Butenedioate),Maleate,Maleate (cis-Butenedioate),,maleate,maleate__cis_butenedioate_,,,maleate,,,maleate (cis-Butenedioate),,,,HMDB00176,HMDB00176,,100000707,20676,444266,,,,,110-16-7,C01384,LIPID,"FATTY ACID, DICARBOXYLATE",
PUBCHEM10935,Maleimide,Maleimide,,,,,,,,,,,,,maleimide,,,,,,10935,10471,,"InChI=1S/C4H3NO2/c6-3-1-2-4(7)5-3/h1-2H,(H,5,6,7)",PEEHTFAAVSWFBL-UHFFFAOYSA-N,,,,,
HMDB00744,Malic acid,Malic acid,,,,,,,,,,,,,malic acid,HMDB00744,HMDB00744,,,,,,,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",BJEPYKJPYRNKOW-UHFFFAOYSA-N,,,,,
HMDB00691,Malonate or Malonate (propanedioate),Malonate,Malonate (propanedioate),,malonate,malonate__propanedioate_,,,malonate,,,malonate (propanedioate),,,,HMDB00691,HMDB00691,,818,15872,867,,,,,141-82-2;26522-22-85-0,C00383,LIPID,FATTY ACID SYNTHESIS,
HMDB02095,Malonylcarnitine,Malonylcarnitine,,,malonylcarnitine,,,,,Malonylcarnitine,,malonylcarnitine,,,,HMDB02095,HMDB02095,,100001526,37059,22833583,,,,,853728-01-5,,LIPID,FATTY ACID SYNTHESIS,
PUBCHEM294,Maltose (Cellobiose),Maltose,Cellobiose,,,,,,,,,,,,Maltose (Cellobiose),,,,,,294,,,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2",GUBGYTABKSRVRQ-UHFFFAOYSA-N,,,,,orig NIHWCMC name: maltose
HMDB00163,Maltose (D-maltose),Maltose,D-maltose,,maltose,,,,maltose,,,,,,,HMDB00163,HMDB00163,,913,15586;15806,439341;10991489,,,,,6363-53-7,C00208,CARBOHYDRATE,"FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM; GLYCOGEN METABOLISM",
HMDB01296,Maltotetraose,Maltotetraose,,,maltotetraose,,,,,,,,,,,HMDB01296,HMDB01296,,100000275,15910,446495,,,,,34612-38-9,C02052,CARBOHYDRATE,GLYCOGEN METABOLISM,
HMDB01262,Maltotriose,Maltotriose,,,maltotriose,,,,maltotriose,,,,,,maltotriose,HMDB01262,HMDB01262,,100000276,15877;27723;44688,439586,388669,,"InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1",FYGDTMLNYKFZSV-DZOUCCHMSA-N,1109-28-0,C01835,CARBOHYDRATE,"FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM; GLYCOGEN METABOLISM",
