UID_01,BIOCHEMICAL,BIOCHEMICAL_NAME1,BIOCHEMICAL_NAME2,BIOCHEMICAL_NAME3,NCI_METABOLON_NAME1,NCI_METABOLON_NAME2,NCI_METABOLON_NAME3,ABC_BROAD_NAME,FENLAND_METABOLON_NAME,FENLAND_BIOCRATES_NAME,ARIC_BATCH1_METABOLON_NAME,ARIC_BATCH2_METABOLON_NAME,UCLEB_NMR_NAME,SHANGHAI_CHD_METABOLON_NAME,HCI_WCMC_NAME,HMDB_ID,HMDB_ID1,HMDB_ID2,CHEMICAL_ID,COMP_ID,PUBCHEM,CHEMSPIDER,CHEBI,INCHI,INCHIKEY,CAS,KEGG,SUPER_PATHWAY,SUB_PATHWAY,FLAG
HMDB00765,Mannitol,Mannitol,,,mannitol,,,,,,mannitol,mannitol,,,mannitol,HMDB00765,HMDB00765,,100000277,15335,6251,,,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",FBPFZTCFMRRESA-KVTDHHQDSA-N,69-65-8,C00392,CARBOHYDRATE,"FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM",
CHEM100001740,Mannitol/sorbitol,Mannitol/sorbitol,,,mannitol_sorbitol,,,,mannitol/sorbitol,,,,,,,,,,100001740,46142,,,,,,,C01507,CARBOHYDRATE,"FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM",
HMDB00169,Mannose,Mannose,,,mannose,,,,mannose,,mannose,mannose,,mannose,mannose,HMDB00169,HMDB00169,,803,584;48153,161658;18950,,,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1",WQZGKKKJIJFFOK-QTVWNMPRSA-N,3458-28-4,C00159,CARBOHYDRATE,"FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM",
HMDB02259,Margarate (17:0),Margarate (17:0),,,margarate__17_0_,,,,,,margarate (17:0),margarate (17:0),,margarate (17:0),heptadecanoic acid,HMDB02259,HMDB02259,,891,1121,10465,,,"InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)",KEMQGTRYUADPNZ-UHFFFAOYSA-N,506-12-7,,LIPID,LONG CHAIN FATTY ACID,
CHEM350,"Margarate, methyl ester","Margarate, methyl ester",,,margarate__methyl_ester,,,,,,,,,,,,,,350,11984,15609,,,,,1731-92-6,,LIPID,"FATTY ACID, METHYL ESTER",
HMDB10378,Mead acid (20:3n9),Mead acid (20:3n9),,,mead_acid__20_3n9_,,,,,,,,,,,HMDB10378,HMDB10378,,100001472,35174,5312531,,,,,20590-32-3,,LIPID,LONG CHAIN FATTY ACID; POLYUNSATURATED FATTY ACID (N3 AND N6),
HMDB41922,Melamine,Melamine,,,melamine,,,,,,,,,,,HMDB41922,HMDB41922,,100001087,31461,7955,,,,,108-78-1,C08737,XENOBIOTICS,CHEMICAL,
PUBCHEM872,Melibiose,Melibiose,,,,,,,,,,,,,melibiose,,,,,,872,,,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2",DLRVVLDZNNYCBX-UHFFFAOYSA-N,,,,,
HMDB14515,Meprobamate*,Meprobamate*,,,meprobamate,,,,meprobamate,,,meprobamate,,,,HMDB14515,HMDB14515,,100000735,21093,4064,,,,,57-53-4,D00376,XENOBIOTICS,DRUG,
HMDB01921,Metformin,Metformin,,,metformin,,,,metformin,,,metformin,,,,HMDB01921,HMDB01921,,100002405,38306;39972,4091,,,,,1115-70-4,C07151,XENOBIOTICS,DRUG,
CSID853,Methionine (DL-methionine),Methionine,DL-methionine,,,,,,,,,,,,Methionine (DL-methionine),,,,,,,853,,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",FFEARJCKVFRZRR-UHFFFAOYSA-N,,,,,orig NIHWCMC name: methionine
HMDB00696,Methionine (L-methionine),Methionine,L-methionine,,methionine,,,methionine,methionine,Methionine,methionine,methionine,,methionine,,HMDB00696,HMDB00696,,415,1302,69920876137,,,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N,63-68-3,C00073,AMINO ACID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",
CHEM100004635,Methionine sulfone,Methionine sulfone,,,methionine_sulfone,,,,methionine sulfone,,,methionine sulfone,,,,,,,100004635,44878,69961,,,,,820-10-0,,AMINO ACID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",
HMDB02005,Methionine sulfoxide,Methionine sulfoxide,,,methionine_sulfoxide,,,methionine sulfoxide,methionine sulfoxide,,methionine sulfoxide,methionine sulfoxide,,,methionine sulfoxide,HMDB02005,HMDB02005,,100000039,18374,158980;1548907,,,"InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",QEFRNWWLZKMPFJ-UHFFFAOYSA-N,3226-65-1,C02989,AMINO ACID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",
COMP40685,Methionylalanine,Methionylalanine,,,methionylalanine,,,,,,,,,,,,,,,40685,,,,,,3061-96-9,,PEPTIDE,DIPEPTIDE,
COMP18486,Methotrexate,Methotrexate,,,methotrexate,,,,,,,,,,,,,,,18486,126941,,,,,59-05-2,C01937,XENOBIOTICS,DRUG,
CHEM100005864,Methyl glucopyranoside (alpha + beta),Methyl glucopyranoside (alpha + beta),,,methyl_glucopyranoside__a_b_,,,,methyl glucopyranoside (alpha + beta),,,methyl glucopyranoside (alpha + beta),,,,,,,100005864,46144,,,,,,,,XENOBIOTICS,FOOD COMPONENT/PLANT,
HMDB29738,Methyl indole-3-acetate,Methyl indole-3-acetate,,,methyl_indole_3_acetate,,,,methyl indole-3-acetate,,,methyl indole-3-acetate,,,,HMDB29738,HMDB29738,,1104,1584,74706,,,,,1912-33-0,,AMINO ACID; XENOBIOTICS,TRYPTOPHAN METABOLISM; FOOD COMPONENT/PLANT,
CHEM100002945,Methyl palmitate (15 or 2) or 15-methylpalmitate (isobar with 2-methylpalmitate),Methyl palmitate (15 or 2),15-methylpalmitate (isobar with 2-methylpalmitate),,methyl_palmitate__15_or_2_,_15_methylpalmitate__isobar_w,,,,,,,,methyl palmitate (15 or 2),,,,,100002945,38768,17903417,,,,,,,LIPID,"FATTY ACID, BRANCHED",
COMP34386,Methyl-4-hydroxybenzoate,Methyl-4-hydroxybenzoate,,,methyl_4_hydroxybenzoate,,,,,,,,,,,,,,,34386,7456,,,,,99-76-3,D01400,XENOBIOTICS,BENZOATE METABOLISM,
CHEM100006116,Methyl-4-hydroxybenzoate sulfate,Methyl-4-hydroxybenzoate sulfate,,,methyl_4_hydroxybenzoate_sulf,,,,methyl-4-hydroxybenzoate sulfate,,,methyl-4-hydroxybenzoate sulfate,,,,,,,100006116,48429,,,,,,,,XENOBIOTICS,BENZOATE METABOLISM,
COMP20714,Methyl-alpha-glucopyranoside,Methyl-alpha-glucopyranoside,,,,,,,,,,,,methyl-alpha-glucopyranoside,,,,,,20714,,,,,,,,,,
CHEM100003693,Methyl-beta-glucopyranoside,Methyl-beta-glucopyranoside,,,methyl_beta_glucopyranoside,,,,,,,,,,,,,,100003693,40480,2108,,,,,709-50-2,,CARBOHYDRATE,"FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM",
CHEM100001742,Methylglutaroylcarnitine (3-methylglutarylcarnitine),Methylglutaroylcarnitine,3-methylglutarylcarnitine,,methylglutaroylcarnitine,_3_methylglutarylcarnitine,,,,Methylglutarylcarnitine,methylglutaroylcarnitine,,,methylglutaroylcarnitine,,HMDB00552,HMDB00552,,100001742,37060,128145,,,"InChI=1S/C13H23NO6/c1-9(5-11(15)16)6-13(19)20-10(7-12(17)18)8-14(2,3)4/h9-10H,5-8H2,1-4H3,(H-,15,16,17,18)",HFCPFJNSBPQJDP-UHFFFAOYSA-N,102673-95-0,,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",
HMDB00202,Methylmalonate (MMA),Methylmalonate (MMA),,,methylmalonate__mma_,,,methylmalonate,,,,,,,,HMDB00202,HMDB00202,,418,1496,487,,,,,516-05-2,C02170,LIPID,FATTY ACID METABOLISM (ALSO BCAA METABOLISM),
HMDB61711,Methylphosphate,Methylphosphate,,,methylphosphate,,,,,,,,,methylphosphate,,HMDB61711,HMDB61711,,100001805,37070,13130,,,,,7023-27-0,,NUCLEOTIDE,PURINE AND PYRIMIDINE METABOLISM,
HMDB01844,Methylsuccinate,Methylsuccinate,,,methylsuccinate,,,,methylsuccinate,,,methylsuccinate,,,,HMDB01844,HMDB01844,,2051,15745,10349,,,,,498-21-5,,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",
CHEM100009275,Methylsuccinoylcarnitine (1),Methylsuccinoylcarnitine (1),,,methylsuccinoylcarnitine_1,,,,,,,,,,,,,,100009275,53031,,,,,,,,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",
HMDB01932,Metoprolol,Metoprolol,,,metoprolol,,,,metoprolol,,metoprolol,metoprolol,,metoprolol,,HMDB01932,HMDB01932,,2028,18037,4171,,,,,56392-17-7,"C07202,D02358",XENOBIOTICS,DRUG,
CHEM100001385,Metoprolol acid metabolite*,Metoprolol acid metabolite*,,,metoprolol_acid_metabolite,,,,metoprolol acid metabolite*,,metoprolol acid metabolite*,metoprolol acid metabolite*,,metoprolol acid metabolite*,,,,,100001385,34109,62936,,,,,56392-14-4,,XENOBIOTICS,DRUG,
HMDB00227,Mevalonic acid,Mevalonic acid,,,,,,mevalonic acid,,,,,,,,HMDB00227,HMDB00227,,,,,,,,,,,,,
CHEM100003449,Mianserine,Mianserine,,,mianserine,,,,,,,,,,,,,,100003449,40436,4184,,,,,21535-47-7,,,,
HMDB00211,Myo-inositol,Myo-inositol,,,myo_inositol,,,inositol,myo-inositol,,myo-inositol,myo-inositol,,myo-inositol,,HMDB00211,HMDB00211,,363,1124;19934,,,,,,87-89-8,C00137,LIPID,INOSITOL METABOLISM,
COMP38389,"Myo-inositol triphosphate (1,4,5 or 1,3,4)","Myo-inositol triphosphate (1,4,5 or 1,3,4)",,,myo_inositol_triphosphate,,,,,,,,,,,,,,,38389,,,,,,,,LIPID,INOSITOL METABOLISM,
HMDB00806,Myristate (14:0),Myristate (14:0),,,myristate__14_0_,,,,myristate (14:0),,myristate (14:0),myristate (14:0),,myristate (14:0),myristic acid,HMDB00806,HMDB00806,,519,1365,11005,,,"InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)",TUNFSRHWOTWDNC-UHFFFAOYSA-N,544-63-8,C06424,LIPID,LONG CHAIN FATTY ACID,
HMDB02000,Myristoleate (14:1n5),Myristoleate (14:1n5),,,myristoleate__14_1n5_,,,,myristoleate (14:1n5),,myristoleate (14:1n5),myristoleate (14:1n5),,myristoleate (14:1n5),,HMDB02000,HMDB02000,,100001198,32418,5281119,,,,,544-64-9,C08322,LIPID,LONG CHAIN FATTY ACID,
CHEM100005985,"Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*",Myristoleoyl sphingomyelin,"Sphingomyelin (d18:2/14:0, d18:1/14:1)",,myristoleoyl_sphingomyelin,sphingomyelin__d18_2_14_0__d1,,,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",,,myristoleoyl sphingomyelin*,,,,,,,100005985,47154,,,,,,,,LIPID,SPHINGOLIPID METABOLISM,
CHEM100006051,Myristoleoylcarnitine (C14:1)* or Myristoleoylcarnitine*,Myristoleoylcarnitine (C14:1)*,Myristoleoylcarnitine*,,myristoleoylcarnitine,,,,myristoleoylcarnitine*,,,myristoleoylcarnitine*,,,,,,,100006051,48182,,,,,,889848-55-9,,LIPID,CARNITINE METABOLISM,
COMP57365,Myristoyl dihydrosphingomyelin (d18:0/14:0)*,Myristoyl dihydrosphingomyelin (d18:0/14:0)*,,,myristoyl_dihydrosphingomyeli,,,,,,,,,,,,,,,57365,,,,,,,,LIPID,SPHINGOLIPID METABOLISM,
COMP43533,Myristoyl ethanolamide,Myristoyl ethanolamide,,,myristoyl_ethanolamide,,,,,,,,,,,,,,,43533,8890,,,,,142-58-5,,LIPID,ENDOCANNABINOID,
HMDB12097,"Myristoyl sphingomyelin* or Sphingomyelin (d18:1/14:0, d16:1/16:0)*",Myristoyl sphingomyelin,"Sphingomyelin (d18:1/14:0, d16:1/16:0)",,myristoyl_sphingomyelin,sphingomyelin__d18_1_14_0__d1,,C14:0 SM,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",,,myristoyl sphingomyelin*,,,SM (d18:1/14:0),HMDB12097,HMDB12097,,100004328,42463,11433862,,,"InChI=1S/C37H75N2O6P/c1-6-8-10-12-14-16-18-19-21-22-24-26-28-30-36(40)35(34-45-46(42,43)44-33-32-39(3,4)5)38-37(41)31-29-27-25-23-20-17-15-13-11-9-7-2/h28,30,35-36,40H,6-27,29,31-34H2,1-5H3,(H-,38,41,42,43)/b30-28+/t35-,36+/m0/s1",KYICBZWZQPCUMO-PSALXKTOSA-N,,,LIPID,SPHINGOLIPID METABOLISM,
HMDB05066,Myristoylcarnitine or Myristoylcarnitine (C14),Myristoylcarnitine,Myristoylcarnitine (C14),,myristoylcarnitine,,,C14 carnitine,myristoylcarnitine,Tetradecanoylcarnitine,,myristoylcarnitine,,,C14:0 acylcarnitine,HMDB05066,HMDB05066,,100001270,33952,6426854;53477791,,84634,"InChI=1S/C21H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h19H,5-18H2,1-4H3/t19-/m1/s1",PSHXNVGSVNEJBD-LJQANCHMSA-N,18822-89-4,,LIPID,CARNITINE METABOLISM,
PUBCHEM3045266,Myristoyllysophosphatidylcholine,Myristoyllysophosphatidylcholine,,,,,,,,lysoPhosphatidylcholine a C14:0,,,,,,,,,,,3045266,,,"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3",VXUOFDJKYGDUJI-UHFFFAOYSA-N,,,,,
CHEM100006000,"N,O-didesmethyl venlafaxine*","N,O-didesmethyl venlafaxine*",,,n_o_didesmethyl_venlafaxine,,,,,,,,,,,,,,100006000,48006,3451347,,,,,135308-74-6,,XENOBIOTICS,DRUG,
CHEM100006001,"N,O-didesmethylvenlafaxine glucuronide*","N,O-didesmethylvenlafaxine glucuronide*",,,n_o_didesmethylvenlafaxine_gl,,,,,,,,,,,,,,100006001,48008,,,,,,1021933-99-2,,XENOBIOTICS,DRUG,
HMDB00439,N-(2-furoyl)glycine,N-(2-furoyl)glycine,,,n__2_furoyl_glycine,,,,N-(2-furoyl)glycine,,N-(2-furoyl)glycine,N-(2-furoyl)glycine,,,,HMDB00439,HMDB00439,,100001086,31536,21863,,,,,5657-19-2;5657-19-2,,XENOBIOTICS,FOOD COMPONENT/PLANT,
HMDB01325,"N-6-trimethyllysine (N6,N6,N6-trimethyllysine)","N-6-trimethyllysine (N6,N6,N6-trimethyllysine)",,,n_6_trimethyllysine,n6_n6_n6_trimethyllysine,,,N-6-trimethyllysine,,,N-6-trimethyllysine,,N-6-trimethyllysine,,HMDB01325,HMDB01325,,189,1498,159659;440120,,,,,23284-33-5,C03793,AMINO ACID,LYSINE METABOLISM,
CHEM100001705,N-Butyl Oleate,N-Butyl Oleate,,,n_butyl_oleate,,,,,,,,,,,,,,100001705,36802,5354342,,,,,142-77-8,,LIPID,"FATTY ACID, ESTER",
ME056217,N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine,N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholin,,,,,,,,,,,,,N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine,,,,,,,,,,,,,,,
CHEM100004299,N-acetyl-1-methylhistidine*,N-acetyl-1-methylhistidine*,,,n_acetyl_1_methylhistidine,,,,N-acetyl-1-methylhistidine*,,,N-acetyl-1-methylhistidine*,,,,,,,100004299,43255,,,,,,,,AMINO ACID,HISTIDINE METABOLISM,
CHEM100002204,N-acetyl-3-methylhistidine*,N-acetyl-3-methylhistidine*,,,n_acetyl_3_methylhistidine,,,,,,,,,,,,,,100002204,43256,193270,,,,,37841-04-6,,AMINO ACID,HISTIDINE METABOLISM,
CHEM100005818,N-acetyl-S-allyl-L-cysteine,N-acetyl-S-allyl-L-cysteine,,,n_acetyl_s_allyl_l_cysteine,,,,,,,,,,,,,,100005818,47136,152467,,,,,23127-41-5,,XENOBIOTICS,FOOD COMPONENT/PLANT,
HMDB01067,N-acetyl-aspartyl-glutamate (NAAG),N-acetyl-aspartyl-glutamate (NAAG),,,naag,,,,,,,N-acetyl-aspartyl-glutamate (NAAG),,,,HMDB01067,HMDB01067,,100001612,35665,5255,,,,,3106-85-2,C12270,AMINO ACID,GLUTAMATE METABOLISM,
CHEM100002102,N-acetyl-beta-alanine,N-acetyl-beta-alanine,,,n_acetyl_beta_alanine,,,,N-acetyl-beta-alanine,,N-acetyl-beta-alanine,N-acetyl-beta-alanine,,N-acetyl-beta-alanine,,,,,100002102,37432,76406,,,,,3025-95-4,C01073,AMINO ACID; NUCLEOTIDE,"ALANINE AND ASPARTATE METABOLISM; PYRIMIDINE METABOLISM, URACIL CONTAINING",
CHEM100002249,N-acetyl-cadaverine,N-acetyl-cadaverine,,,n_acetyl_cadaverine,,,,,,,,,,,,,,100002249,43530,,,,,,32343-73-0,,AMINO ACID,LYSINE METABOLISM,
HMDB00803,N-acetyl-d-hexosamine,N-acetyl-d-hexosamine,,,,,,,,,,,,,n-acetyl-d-hexosamine,HMDB00803,HMDB00803,,,,,,,"InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8-/m1/s1",OVRNDRQMDRJTHS-FMDGEEDCSA-N,,,,,
HMDB00766,N-acetylalanine,N-acetylalanine,,,n_acetylalanine,,,,N-acetylalanine,,N-acetylalanine,N-acetylalanine,,N-acetylalanine,,HMDB00766,HMDB00766,,1110,1585,88064,,,,,97-69-8,C02847,AMINO ACID,ALANINE AND ASPARTATE METABOLISM,
CHEM100005367,N-acetylalliin*,N-acetylalliin*,,,n_acetylalliin,,,,N-acetylalliin,,,N-acetylalliin,,,,,,,100005367,45404,,,,,,,,XENOBIOTICS,FOOD COMPONENT/PLANT,
HMDB04620,N-acetylarginine,N-acetylarginine,,,n_acetylarginine,,,,,,,N-acetylarginine,,,,HMDB04620,HMDB04620,,100001266,33953,6.74272E+11,,,,,155-84-0,C02562,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,
HMDB06028,N-acetylasparagine,N-acetylasparagine,,,n_acetylasparagine,,,,N-acetylasparagine,,,,,,,HMDB06028,HMDB06028,,100001257,33942,99715,,,,,4033-40-3,,AMINO ACID,ALANINE AND ASPARTATE METABOLISM,
HMDB00812,N-acetylaspartate (NAA),N-acetylaspartate (NAA),,,n_acetylaspartate__naa_,,,,N-acetylaspartate (NAA),,,N-acetylaspartate (NAA),,,,HMDB00812,HMDB00812,,100000787,22185,65065,,,,,997-55-7;997-55-7,C01042,AMINO ACID,ALANINE AND ASPARTATE METABOLISM,
HMDB12881,N-acetylcarnosine,N-acetylcarnosine,,,n_acetylcarnosine,,,,N-acetylcarnosine,,,N-acetylcarnosine,,,,HMDB12881,HMDB12881,,100004046,43488,9903482,,,,,56353-15-2,,PEPTIDE,DIPEPTIDE DERIVATIVE,
COMP32878,N-acetylcarnosine (X - 11561),N-acetylcarnosine,X - 11561,,x_11561,,,,,,X - 11561,,,N-acetylcarnosineÿ,,,,,,32878,,,,,,,,,,
HMDB00856,N-acetylcitrulline,N-acetylcitrulline,,,n_acetylcitrulline,,,,N-acetylcitrulline,,,N-acetylcitrulline,,,,HMDB00856,HMDB00856,,100001577,48434,656979,,,,,33965-42-3,C15532,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,
CHEM100006435,N-acetylglucosamine/N-acetylgalactosamine,N-acetylglucosamine/N-acetylgalactosamine,,,n_acetylglucosamine_n_acetylg,,,,,,,,,,,,,,100006435,46539,,,,,,,,CARBOHYDRATE,AMINOSUGAR METABOLISM,
HMDB00489,N-acetylglucosaminylasparagine,N-acetylglucosaminylasparagine,,,n_acetylglucosaminylasparagin,,,,,,,,,,,HMDB00489,HMDB00489,,1215,48149,123826,,,,,2776-93-4,C04540,CARBOHYDRATE,AMINOSUGAR METABOLISM,
HMDB01138,N-acetylglutamate,N-acetylglutamate,,,n_acetylglutamate,,,,N-acetylglutamate,,,N-acetylglutamate,,,n-acetylglutamate,HMDB01138,HMDB01138,,100000282,15720,1549099;70914,,17533,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1",RFMMMVDNIPUKGG-YFKPBYRVSA-N,1430871,C00624,AMINO ACID,GLUTAMATE METABOLISM,
HMDB06029,N-acetylglutamine,N-acetylglutamine,,,n_acetylglutamine,,,,N-acetylglutamine,,,N-acetylglutamine,,,,HMDB06029,HMDB06029,,100001253,33943,182230,,,,,2490-97-3,C02716,AMINO ACID,GLUTAMATE METABOLISM,
HMDB00532,N-acetylglycine,N-acetylglycine,,,n_acetylglycine,,,acetylglycine,N-acetylglycine,,N-acetylglycine,N-acetylglycine,,N-acetylglycine,N-acetylglycine NIST,HMDB00532,HMDB00532,,100001006,27710,10972,,,"InChI=1S/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)",OKJIRPAQVSHGFK-UHFFFAOYSA-N,543-24-8,,AMINO ACID,"GLYCINE, SERINE AND THREONINE METABOLISM",
HMDB13253,N-acetylhistamine,N-acetylhistamine,,,n_acetylhistamine,,,,,,,,,,,HMDB13253,HMDB13253,,100006123,48679,69602,,,,,673-49-4,C05135,AMINO ACID,HISTIDINE METABOLISM,
HMDB32055,N-acetylhistidine,N-acetylhistidine,,,n_acetylhistidine,,,,N-acetylhistidine,,,N-acetylhistidine,,,,HMDB32055,HMDB32055,,100001293,33946,75619,,,,,39145-52-3,C02997,AMINO ACID,HISTIDINE METABOLISM,
CHEM100001276,N-acetylisoleucine,N-acetylisoleucine,,,n_acetylisoleucine,,,,N-acetylisoleucine,,,N-acetylisoleucine,,,,,,,100001276,33967,2802421,,,,,3077-46-1,,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",
CHEM100006378,N-acetylkynurenine (2),N-acetylkynurenine (2),,,n_acetylkynurenine_2,,,,N-acetylkynurenine (2),,,N-acetylkynurenine (2),,,,,,,100006378,48757,,,,,,,,AMINO ACID,TRYPTOPHAN METABOLISM,
HMDB11756,N-acetylleucine,N-acetylleucine,,,n_acetylleucine,,,,N-acetylleucine,,,N-acetylleucine,,,,HMDB11756,HMDB11756,,1082,1587,70912,,,,,1188-21-2,C02710,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",
HMDB11745,N-acetylmethionine,N-acetylmethionine,,,n_acetylmethionine,,,,N-acetylmethionine,,,N-acetylmethionine,,N-acetylmethionine,,HMDB11745,HMDB11745,,1083,1589,448580,,,,,65-82-7,C02712,AMINO ACID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",
CHEM100005463,N-acetylmethionine sulfoxide,N-acetylmethionine sulfoxide,,,n_acetylmethionine_sulfoxide,,,,,,,,,,,,,,100005463,45428,193368,,,,,,,AMINO ACID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",
HMDB00230,N-acetylneuraminate,N-acetylneuraminate,,,n_acetylneuraminate,,,,N-acetylneuraminate,,,N-acetylneuraminate,,,,HMDB00230,HMDB00230,,1162,1592;32377;34284,439197,,,,,131-48-6,C00270,CARBOHYDRATE,AMINOSUGAR METABOLISM,
COMP15630,N-acetylornithine,N-acetylornithine,,,n_acetylornithine,,,,,,N-acetylornithine,,,N-acetylornithine,,HMDB03357,HMDB03357,,,15630,6.9921E+12,,,,,1572591,C00437,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,
HMDB00512,N-acetylphenylalanine,N-acetylphenylalanine,,,n_acetylphenylalanine,,,,N-acetylphenylalanine,,N-acetylphenylalanine,N-acetylphenylalanine,,,,HMDB00512,HMDB00512,,100001256,33950,74839,,,,,2018-61-3,C03519,AMINO ACID,PHENYLALANINE & TYROSINE METABOLISM,
CHEM100001334,N-acetylproline,N-acetylproline,,,n_acetylproline,,,,,,,,,,,,,,100001334,34387,322640,,,,,1074-79-9,,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,
HMDB02064,N-acetylputrescine,N-acetylputrescine,,,n_acetylputrescine,,,,N-acetylputrescine,,,N-acetylputrescine,,,,HMDB02064,HMDB02064,,192,37496,122356,,,,,18233-70-0,C02714,AMINO ACID,POLYAMINE METABOLISM,
HMDB02931,N-acetylserine,N-acetylserine,,,n_acetylserine,,,,N-acetylserine,,N-acetylserine,N-acetylserine,,,,HMDB02931,HMDB02931,,100001851,37076,65249,,,,,97-14-3,,AMINO ACID,"GLYCINE, SERINE AND THREONINE METABOLISM",
CHEM100005466,N-acetyltaurine,N-acetyltaurine,,,n_acetyltaurine,,,,N-acetyltaurine,,,N-acetyltaurine,,,,,,,100005466,45416;48187,159864,,,,,,,AMINO ACID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",
CHEM100001274,N-acetylthreonine,N-acetylthreonine,,,n_acetylthreonine,,,,N-acetylthreonine,,N-acetylthreonine,N-acetylthreonine,,,,,,,100001274,33939,152204;4651717,,,,,17093-74-2,C01118,AMINO ACID,"GLYCINE, SERINE AND THREONINE METABOLISM",
HMDB13713,N-acetyltryptophan,N-acetyltryptophan,,,n_acetyltryptophan,,,,N-acetyltryptophan,,,N-acetyltryptophan,,,,HMDB13713,HMDB13713,,100001254,33959,700653,,,,,1218-34-4,C03137,AMINO ACID,TRYPTOPHAN METABOLISM,
HMDB00866,N-acetyltyrosine,N-acetyltyrosine,,,n_acetyltyrosine,,,,N-acetyltyrosine,,,N-acetyltyrosine,,,,HMDB00866,HMDB00866,,100001104,32390,68310,,,,,537-55-3,,AMINO ACID,PHENYLALANINE & TYROSINE METABOLISM,
HMDB11757,N-acetylvaline,N-acetylvaline,,,n_acetylvaline,,,,N-acetylvaline,,,N-acetylvaline,,,,HMDB11757,HMDB11757,,1084,1591,66789,,,,,96-81-1,,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",
CHEM100000285,N-alpha-acetylornithine,N-alpha-acetylornithine,,,n_alpha_acetylornithine,,,,,,,,,,,HMDB03357,HMDB03357,,100000285,32984,439232,,,,,1572591,C00437,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,
COMP57372,N-behenoyl-sphingadienine (d18:2/22:0)*,N-behenoyl-sphingadienine (d18:2/22:0)*,,,n_behenoyl_sphingadienine__d1,,,,,,,,,,,,,,,57372,,,,,,,,LIPID,SPHINGOLIPID METABOLISM,
